Airline,Aircraft,Regestration,Seat,Flight Number,origin,destination,Date,Origin Address,Destination address,origin_lat,origin_lng,destination_lat,destination_lng,distance,origin_link,origin_wikipedia_link,destination_link,destination_wikipedia_link,Destination Address
Lufthansa,A321-200,,9E,LH 005,EDDH,EDDF,28.8.2019,"Hamburg Arpt (HAM), Flughafenstr. 1-3, 22335 Hamburg, Germany","Frankfurt Arpt (FRA), 60547 Frankfurt am Main, Germany",53.630402,9.98823,50.036521,8.561268,411.4515269941574,https://www.hamburg-airport.de/en/,https://en.wikipedia.org/wiki/Hamburg_Airport,http://www.frankfurt-airport.de/,https://en.wikipedia.org/wiki/Frankfurt_Airport,
Lufthansa,B747-8i,D-ABYF,28K,LH 430,EDDF,KORD,28.8.2019,"Frankfurt Arpt (FRA), 60547 Frankfurt am Main, Germany","O'Hare International Airport (ORD), 10000 W Balmoral Ave, Chicago, IL 60666, USA",50.036521,8.561268,41.9786,-87.9048,6970.315836600558,http://www.frankfurt-airport.de/,https://en.wikipedia.org/wiki/Frankfurt_Airport,https://www.flychicago.com/ohare/home/pages/default.aspx,https://en.wikipedia.org/wiki/O'Hare_International_Airport,
United,B767,,38L,UA 1989,KORD,KIAH,28.8.2019,"O'Hare International Airport (ORD), 10000 W Balmoral Ave, Chicago, IL 60666, USA","George Bush Intercontinental Airport (IAH), 2800 N Terminal Rd, Houston, TX 77032, USA",41.9786,-87.9048,29.984399795532227,-95.34140014648438,1490.6518827216926,https://www.flychicago.com/ohare/home/pages/default.aspx,https://en.wikipedia.org/wiki/O'Hare_International_Airport,http://www.fly2houston.com/iah,https://en.wikipedia.org/wiki/George_Bush_Intercontinental_Airport,
United,E175LR,N85355,21B,UA 6248,KIAH,KCMH,26.3.2020,"George Bush Intercontinental Airport (IAH), 2800 N Terminal Rd, Houston, TX 77032, USA","John Glenn Columbus International Airport (CMH), 4600 International Gateway, Columbus, OH 43219, USA",29.984399795532227,-95.34140014648438,39.998001,-82.891899,1586.2497746368967,http://www.fly2houston.com/iah,https://en.wikipedia.org/wiki/George_Bush_Intercontinental_Airport,https://flycolumbus.com/,https://en.wikipedia.org/wiki/Port_Columbus_International_Airport,
United,ERJ-145XR,N12163,10A,UA 5019,KCMH,KEWR,26.3.2020,"John Glenn Columbus International Airport (CMH), 4600 International Gateway, Columbus, OH 43219, USA","Newark Liberty International Airport (EWR), 3 Brewster Rd, Newark, NJ 07114, USA",39.998001,-82.891899,40.692501,-74.168701,742.9840577363749,https://flycolumbus.com/,https://en.wikipedia.org/wiki/Port_Columbus_International_Airport,http://www.panynj.gov/CommutingTravel/airports/html/newarkliberty.html,https://en.wikipedia.org/wiki/Newark_Liberty_International_Airport,
United,B767,,40A,UA 30,KEWR,EDDM,26.3.2020,"Newark Liberty International Airport (EWR), 3 Brewster Rd, Newark, NJ 07114, USA","Nordallee 25, 85356 München-Flughafen",40.692501,-74.168701,48.353802,11.7861,6502.961020392131,http://www.panynj.gov/CommutingTravel/airports/html/newarkliberty.html,https://en.wikipedia.org/wiki/Newark_Liberty_International_Airport,http://www.munich-airport.com/,https://en.wikipedia.org/wiki/Munich_Airport,
Lufthansa,A319-100,,6F,"LH 015",EDDH,EDDF,18.12.2021,"Hamburg Arpt (HAM), Flughafenstr. 1-3, 22335 Hamburg, Germany","Frankfurt Arpt (FRA), 60547 Frankfurt am Main, Germany",53.630402,9.98823,50.036521,8.561268,411.4515269941574,https://www.hamburg-airport.de/en/,https://en.wikipedia.org/wiki/Hamburg_Airport,http://www.frankfurt-airport.de/,https://en.wikipedia.org/wiki/Frankfurt_Airport,
United,B777-200,,43L,UA 047,EDDF,KIAH,18.12.2021,"Frankfurt Arpt (FRA), 60547 Frankfurt am Main, Germany","George Bush Intercontinental Airport (IAH), 2800 N Terminal Rd, Houston, TX 77032, USA",50.036521,8.561268,29.984399795532227,-95.34140014648438,8401.836952913003,http://www.frankfurt-airport.de/,https://en.wikipedia.org/wiki/Frankfurt_Airport,http://www.fly2houston.com/iah,https://en.wikipedia.org/wiki/George_Bush_Intercontinental_Airport,
United,B777-200,,35L,UA 46,KIAH,EDDF,7.1.2022,"George Bush Intercontinental Airport (IAH), 2800 N Terminal Rd, Houston, TX 77032, USA","Frankfurt Arpt (FRA), 60547 Frankfurt am Main, Germany",29.984399795532227,-95.34140014648438,50.036521,8.561268,8401.836952913003,http://www.fly2houston.com/iah,https://en.wikipedia.org/wiki/George_Bush_Intercontinental_Airport,http://www.frankfurt-airport.de/,https://en.wikipedia.org/wiki/Frankfurt_Airport,
Lufthansa,A320-200,,18A	,LH 028,EDDF,EDDH,8.1.2022,"Frankfurt Arpt (FRA), 60547 Frankfurt am Main, Germany","Hamburg Arpt (HAM), Flughafenstr. 1-3, 22335 Hamburg, Germany",50.036521,8.561268,53.630402,9.98823,411.4515269941574,http://www.frankfurt-airport.de/,https://en.wikipedia.org/wiki/Frankfurt_Airport,https://www.hamburg-airport.de/en/,https://en.wikipedia.org/wiki/Hamburg_Airport,
Eurowings,A319-100,D-AGWX,6F,EW 7180,EDDH,EHAM,17.7.2023,"Hamburg Arpt (HAM), Flughafenstr. 1-3, 22335 Hamburg, Germany","Aankomstpassage 1, 1118 AX Schiphol, Netherlands",53.630402,9.98823,52.308601,4.76389,379.35693324190026,https://www.hamburg-airport.de/en/,https://en.wikipedia.org/wiki/Hamburg_Airport,http://www.schiphol.nl/,https://en.wikipedia.org/wiki/Amsterdam_Airport_Schiphol,
United,B777-200,,37A,UA 21,EHAM,KIAH,17.7.2023,"Aankomstpassage 1, 1118 AX Schiphol, Netherlands","George Bush Intercontinental Airport (IAH), 2800 N Terminal Rd, Houston, TX 77032, USA",52.308601,4.76389,29.984399795532227,-95.34140014648438,8049.292070451202,http://www.schiphol.nl/,https://en.wikipedia.org/wiki/Amsterdam_Airport_Schiphol,http://www.fly2houston.com/iah,https://en.wikipedia.org/wiki/George_Bush_Intercontinental_Airport,
Frontier,A320neo,N358FR,29F,F 2479,KIAH,KPHX,18.7.2023,"George Bush Intercontinental Airport (IAH), 2800 N Terminal Rd, Houston, TX 77032, USA","Phoenix Sky Harbor International Airport (PHX), 3400 Sky Hbr Blvd, Phoenix, AZ 85034, USA",29.984399795532227,-95.34140014648438,33.435302,-112.005905,1620.425103231022,http://www.fly2houston.com/iah,https://en.wikipedia.org/wiki/George_Bush_Intercontinental_Airport,http://phoenix.gov/skyharborairport/,https://en.wikipedia.org/wiki/Phoenix_Sky_Harbor_International_Airport,
United,B737Max8,,29F,UA 1217,KPHX,KIAH,28.7.2023,"Phoenix Sky Harbor International Airport (PHX), 3400 Sky Hbr Blvd, Phoenix, AZ 85034, USA","George Bush Intercontinental Airport (IAH), 2800 N Terminal Rd, Houston, TX 77032, USA",33.435302,-112.005905,29.984399795532227,-95.34140014648438,1620.425103231022,http://phoenix.gov/skyharborairport/,https://en.wikipedia.org/wiki/Phoenix_Sky_Harbor_International_Airport,http://www.fly2houston.com/iah,https://en.wikipedia.org/wiki/George_Bush_Intercontinental_Airport,
United,B737,,23F,UA 1849,KIAH,KAUS,3.9.2023,"George Bush Intercontinental Airport (IAH), 2800 N Terminal Rd, Houston, TX 77032, USA","3600 Presidential Blvd, Austin, TX 78719, USA",29.984399795532227,-95.34140014648438,30.197535,-97.662015,224.5148479278488,http://www.fly2houston.com/iah,https://en.wikipedia.org/wiki/George_Bush_Intercontinental_Airport,http://www.ci.austin.tx.us/austinairport/,https://en.wikipedia.org/wiki/Austin-Bergstrom_International_Airport,
Lufthansa,B787-9,D-ABPB,11H,LH 469,KAUS,EDDF,3.9.2023,"3600 Presidential Blvd, Austin, TX 78719, USA","Frankfurt Arpt (FRA), 60547 Frankfurt am Main, Germany",30.197535,-97.662015,50.036521,8.561268,8526.238090777648,http://www.ci.austin.tx.us/austinairport/,https://en.wikipedia.org/wiki/Austin-Bergstrom_International_Airport,http://www.frankfurt-airport.de/,https://en.wikipedia.org/wiki/Frankfurt_Airport,
Lufthansa,A320-200,,18D,LH 010,EDDF,EDDH,04.09.2023,"Frankfurt Arpt (FRA), 60547 Frankfurt am Main, Germany","Hamburg Arpt (HAM), Flughafenstr. 1-3, 22335 Hamburg, Germany",50.036521,8.561268,53.630402,9.98823,411.4515269941574,http://www.frankfurt-airport.de/,https://en.wikipedia.org/wiki/Frankfurt_Airport,https://www.hamburg-airport.de/en/,https://en.wikipedia.org/wiki/Hamburg_Airport,
Lufthansa,A320-200,D-AIUI,5F,LH 029,EDDH,EDDF,1.10.2023,"Hamburg Arpt (HAM), Flughafenstr. 1-3, 22335 Hamburg, Germany","Frankfurt Arpt (FRA), 60547 Frankfurt am Main, Germany",53.630402,9.98823,50.036521,8.561268,411.4515269941574,https://www.hamburg-airport.de/en/,https://en.wikipedia.org/wiki/Hamburg_Airport,http://www.frankfurt-airport.de/,https://en.wikipedia.org/wiki/Frankfurt_Airport,
Lufthansa,A340-300,D-AIGY,20K,LH 576,EDDF,FACT,1.10.2023,"Frankfurt Arpt (FRA), 60547 Frankfurt am Main, Germany","Matroosfontein, Cape Town, 7490, South Africa",50.036521,8.561268,-33.9648017883,18.6016998291,9392.7628645969,http://www.frankfurt-airport.de/,https://en.wikipedia.org/wiki/Frankfurt_Airport,http://www.airports.co.za/home.asp?pid=229,https://en.wikipedia.org/wiki/Cape_Town_International_Airport,
Fly Safair,B737-8,ZS-FGD,5F,FA 134,FACT,FAPE,29.11.2023,"Matroosfontein, Cape Town, 7490, South Africa","Allister Miller Dr, Walmer, Gqeberha, 6070, South Africa",-33.9648017883,18.6016998291,-33.984901,25.6173,646.8004348019678,http://www.airports.co.za/home.asp?pid=229,https://en.wikipedia.org/wiki/Cape_Town_International_Airport,http://www.acsa.co.za/home.asp?pid=236,https://en.wikipedia.org/wiki/Chief_Dawid_Stuurman_International_Airport,
Lufthansa,A340-300,D-AIFF,21C,LH 577,FACT,EDDF,20.12.2023,"Matroosfontein, Cape Town, 7490, South Africa","Frankfurt Arpt (FRA), 60547 Frankfurt am Main, Germany",-33.9648017883,18.6016998291,50.036521,8.561268,9392.7628645969,http://www.airports.co.za/home.asp?pid=229,https://en.wikipedia.org/wiki/Cape_Town_International_Airport,http://www.frankfurt-airport.de/,https://en.wikipedia.org/wiki/Frankfurt_Airport,
Lufthansa,A321-200,D-AISB,24F,LH 030,EDDF,EDDH,20.12.2023,"Frankfurt Arpt (FRA), 60547 Frankfurt am Main, Germany","Hamburg Arpt (HAM), Flughafenstr. 1-3, 22335 Hamburg, Germany",50.036521,8.561268,53.630402,9.98823,411.4515269941574,http://www.frankfurt-airport.de/,https://en.wikipedia.org/wiki/Frankfurt_Airport,https://www.hamburg-airport.de/en/,https://en.wikipedia.org/wiki/Hamburg_Airport,
Easy Jet,A320neo,G-UZHV,5F,EZY76RJ,LFBD,EGKK,14.08.2024,,,44.8283,-0.715556,51.148771,-0.192089,703.8780270077718,https://www.bordeaux.aeroport.fr/,https://en.wikipedia.org/wiki/Bordeaux%E2%80%93M%C3%A9rignac_Airport,http://www.gatwickairport.com/,https://en.wikipedia.org/wiki/Gatwick_Airport,
Easy Jet,A319,G-EZDY,5D,EZY8633,EGKK,EDDH,19.08.2024,,,51.148771,-0.192089,53.630402,9.98823,743.0851678148329,http://www.gatwickairport.com/,https://en.wikipedia.org/wiki/Gatwick_Airport,https://www.hamburg-airport.de/en/,https://en.wikipedia.org/wiki/Hamburg_Airport,
Easy Jet,A319,G-EZDV,24F,EZY8634,EDDH,EGKK,26.05.2025,,,53.630402,9.98823,51.148771,-0.192089,743.0851678148329,https://www.hamburg-airport.de/en/,https://en.wikipedia.org/wiki/Hamburg_Airport,http://www.gatwickairport.com/,https://en.wikipedia.org/wiki/Gatwick_Airport,
British Airways,A320neo,G-TTNG,7A,BA972,EGLL,EDDH,29.05.2025,,,51.4706,-0.461941,53.630402,9.98823,745.4434199500324,http://www.heathrowairport.com/,https://en.wikipedia.org/wiki/Heathrow_Airport,https://www.hamburg-airport.de/en/,https://en.wikipedia.org/wiki/Hamburg_Airport,
